0.0,9.750507424519588,52.346143352299705
0.0,9.749628317242403,52.34515435661287
0.0,9.74973820565205,52.34504446820323
0.0,9.751166754977477,52.34449502615499
0.0,9.751496420206422,52.34449502615499
0.0,9.75160630861607,52.34504446820323
0.0,9.75160630861607,52.345374133432166
0.0,9.750617312929236,52.346143352299705
1.0,9.739848248783716,52.36009918032502
1.0,9.740287802422309,52.35856074258995
1.0,9.741057021289844,52.358450854180305
1.0,9.740068025603012,52.36009918032502
2.0,9.746001999724013,52.34702245957689
2.0,9.74556244608542,52.34592357548041
2.0,9.745782222904717,52.34581368707076
2.0,9.746551441772255,52.34548402184182
2.0,9.746771218591551,52.34548402184182
2.0,9.7468811070012,52.345593910251466
2.0,9.7468811070012,52.34592357548041
2.0,9.746661330181903,52.34702245957689
2.0,9.746441553362606,52.34713234798654
3.0,9.746111888133662,52.35328609892684
3.0,9.744024008350346,52.35218721483036
3.0,9.745672334495069,52.35108833073387
3.0,9.747320660639792,52.351747661191766
3.0,9.747540437459088,52.35185754960141
3.0,9.746661330181903,52.35295643369789
4.0,9.737430703771455,52.361307952831154
4.0,9.739408695145123,52.361527729650454
4.0,9.73896914150653,52.361857394879394
4.0,9.738639476277585,52.362077171698694
4.0,9.7377603690004,52.36251672533729
4.0,9.73710103854251,52.36229694851799
4.0,9.736881261723214,52.36218706010834
4.0,9.736991150132862,52.361857394879394
4.0,9.73710103854251,52.3616376180601
5.0,9.749628317242403,52.34350603046815
5.0,9.749628317242403,52.34504446820323
5.0,9.749518428832754,52.34515435661287
5.0,9.749408540423106,52.34515435661287
5.0,9.748199767916976,52.344604914564634
5.0,9.747870102688033,52.34416536092604
5.0,9.747760214278385,52.34394558410674
5.0,9.747760214278385,52.343835695697095
5.0,9.748089879507328,52.3436159188778
5.0,9.748419544736272,52.34350603046815
6.0,9.751935973845015,52.34350603046815
6.0,9.752155750664311,52.343286253648856
6.0,9.75226563907396,52.343286253648856
6.0,9.753364523170442,52.3436159188778
6.0,9.753694188399386,52.343835695697095
6.0,9.753913965218683,52.344055472516395
6.0,9.753913965218683,52.34427524933569
6.0,9.753694188399386,52.344604914564634
6.0,9.75347441158009,52.344604914564634
6.0,9.75226563907396,52.34449502615499
6.0,9.751826085435367,52.34427524933569
6.0,9.751826085435367,52.34416536092604
7.0,9.741496574928437,52.35812118895136
7.0,9.739738360374067,52.35581353234875
7.0,9.740287802422309,52.35526409030051
7.0,9.742155905386326,52.355373978710155
