Timestamp,Latitude,Longitude,VideoTime
1723711070.0,52.353154383181824,9.741216428454544,0.0
1723711071.0,52.35315452055001,9.74121689055,0.05
1723711072.0,52.35315809165,9.74121645165,0.1
1723711074.0,52.35316520163158,9.741243134157894,0.15
1723711075.0,52.3531595736842,9.74124893268421,0.2
1723711076.0,52.35315715155,9.741251332499997,0.25
1723711077.0,52.3531567482,9.741251356049998,0.3
1723711078.0,52.35315663990476,9.741251480999999,0.35
1723711079.0,52.353156478125,9.741251695875,0.4
1723711080.0,52.35315643409091,9.741251759727275,0.45
1723711081.0,52.3531563946875,9.7412518429375,0.5
1723711082.0,52.353156401611116,9.741251927777776,0.55
1723711083.0,52.35315638464287,9.741252243928571,0.6
1723711085.0,52.353156326055554,9.741252802444444,0.65
1723711086.0,52.353156409318174,9.741252817090908,0.7
1723711087.0,52.35315653722727,9.741252782999998,0.75
1723711088.0,52.353156661333344,9.741252822000002,0.8
1723711089.0,52.35315678900001,9.741252955666667,0.85
1723711090.0,52.35315689185715,9.741253063357144,0.9
1723711091.0,52.35315701984211,9.741253062157895,0.95
1723711093.0,52.3531572285,9.741253099277777,1.0
1723711094.0,52.35315731104762,9.741253192857144,1.05
1723711095.0,52.35315722552631,9.741253465789475,1.1
1723711096.0,52.35315702694737,9.74125479394737,1.15
1723711098.0,52.35315788694737,9.741259922052635,1.2
1723711099.0,52.35315801472728,9.74125988527273,1.25
1723711100.0,52.353158150333336,9.741259849666665,1.3
1723711101.0,52.35315822676471,9.741259988882355,1.35
1723711103.0,52.353158402,9.741260155950002,1.4
1723711104.0,52.3531600069,9.741261147,1.45
1723711105.0,52.353165528000005,9.74126426636842,1.5
1723711106.0,52.35317184854999,9.7412674699,1.55
1723711107.0,52.353177611111114,9.741267897555554,1.6
1723711109.0,52.3531816227647,9.741260116705883,1.65
1723711110.0,52.35318204433333,9.741260250333333,1.7
1723711112.0,52.35318232815789,9.74125983968421,1.75
1723711113.0,52.353182444111106,9.741259468444444,1.8
1723711114.0,52.353182507999996,9.741259553999999,1.85
1723711115.0,52.35318261633333,9.741259642555557,1.9
1723711116.0,52.35318269757142,9.741259682999997,1.95
1723711118.0,52.3531827335,9.741259792,2.0
1723711119.0,52.35318281394736,9.741259876263157,2.05
1723711120.0,52.35318285728571,9.741259885857144,2.1
1723711121.0,52.353182825235294,9.741259964529412,2.15
1723711122.0,52.35318280399999,9.741260078764707,2.2
1723711124.0,52.35318589375,9.741268623812502,2.25
1723711125.0,52.35318861133334,9.74127240161905,2.3
1723711126.0,52.35319100372727,9.741273017545451,2.35
1723711127.0,52.35319165566666,9.741273216333335,2.4
1723711128.0,52.353193525823535,9.741272148882354,2.45
1723711129.0,52.35319607829412,9.741271201823528,2.5
1723711130.0,52.353198933,9.741273761437501,2.55
1723711131.0,52.35320085886363,9.741277731818183,2.6
1723711133.0,52.35320197084209,9.741277916999998,2.65
1723711134.0,52.35320193157896,9.741277935421053,2.7
1723711135.0,52.35320187531578,9.741278015999999,2.75
1723711136.0,52.3532017966875,9.741278151187501,2.8
1723711137.0,52.35320175,9.741278232625,2.85
1723711138.0,52.353201753300006,9.741278279799996,2.9
1723711140.0,52.35320185,9.741278368722224,2.95
1723711141.0,52.353201906375006,9.741279495875,3.0
1723711142.0,52.35320197725,9.7412813424375,3.05
1723711143.0,52.35320341133334,9.741279333333333,3.1
1723711144.0,52.35320543405,9.741279945949998,3.15
