Timestamp,filename,first_lat,first_lon,last_lat,last_lon
1721049440.0,maschsee_2024_07_15_13_17_20_77,52.34805025,9.747607867,52.34682965,9.748303683
1721049560.0,maschsee_2024_07_15_13_19_20_78,52.34682965,9.748303683,52.345630433,9.749158483
1721049680.0,maschsee_2024_07_15_13_21_20_79,52.345630433,9.749158483,52.345779667,9.750861083
1721049800.0,maschsee_2024_07_15_13_23_20_80,52.345779667,9.750861083,52.345857417,9.751330017
1721049920.0,maschsee_2024_07_15_13_25_20_81,52.345857417,9.751330017,52.345242767,9.74945685
1721050040.0,maschsee_2024_07_15_13_27_20_82,52.345242767,9.74945685,52.344921333,9.74804375
1721050160.0,maschsee_2024_07_15_13_29_20_83,52.344921333,9.74804375,52.345312083,9.74984715
1721050280.0,maschsee_2024_07_15_13_31_20_84,52.345312083,9.74984715,52.345777467,9.75147695
1721050400.0,maschsee_2024_07_15_13_33_20_85,52.345777467,9.75147695,52.3458241,9.75161215
1721050520.0,maschsee_2024_07_15_13_35_20_86,52.3458241,9.75161215,52.345348633,9.749978633
1721050640.0,maschsee_2024_07_15_13_37_20_87,52.345348633,9.749978633,52.344891817,9.74838195
1721050760.0,maschsee_2024_07_15_13_39_20_88,52.344891817,9.74838195,52.344921783,9.748842033
1721050880.0,maschsee_2024_07_15_13_41_20_89,52.344921783,9.748842033,52.345728383,9.750980333
1721051000.0,maschsee_2024_07_15_13_43_20_90,52.345728383,9.750980333,52.345944183,9.751945133
1721051120.0,maschsee_2024_07_15_13_45_20_91,52.345944183,9.751945133,52.3455206,9.750572233
1721051240.0,maschsee_2024_07_15_13_47_20_92,52.3455206,9.750572233,52.34500745,9.749268667
1721051360.0,maschsee_2024_07_15_13_49_20_93,52.34500745,9.749268667,52.344374433,9.748273167
1721051480.0,maschsee_2024_07_15_13_51_20_94,52.344374433,9.748273167,52.34480355,9.7494066
1721051600.0,maschsee_2024_07_15_13_53_20_95,52.34480355,9.7494066,52.345272567,9.750606733
1721051720.0,maschsee_2024_07_15_13_55_20_96,52.345272567,9.750606733,52.345673617,9.75160625
1721051840.0,maschsee_2024_07_15_13_57_20_97,52.345673617,9.75160625,52.345844317,9.75181985
1721051960.0,maschsee_2024_07_15_13_59_20_98,52.345844317,9.75181985,52.3453828,9.75081615
1721052080.0,maschsee_2024_07_15_14_01_20_99,52.3453828,9.75081615,52.344636183,9.749250317
1721052200.0,maschsee_2024_07_15_14_03_20_100,52.344636183,9.749250317,52.344252383,9.7487971
1721052320.0,maschsee_2024_07_15_14_05_20_101,52.344252383,9.7487971,52.34429195,9.74925685
1721052440.0,maschsee_2024_07_15_14_07_20_102,52.34429195,9.74925685,52.34477115,9.750168983
1721052560.0,maschsee_2024_07_15_14_09_20_103,52.34477115,9.750168983,52.3454476,9.7513926
1721052680.0,maschsee_2024_07_15_14_11_20_104,52.345448967,9.75139445,52.345862483,9.7520162
1721052800.0,maschsee_2024_07_15_14_13_20_105,52.345862483,9.7520162,52.345933217,9.751507183
1721052920.0,maschsee_2024_07_15_14_15_20_106,52.345933217,9.751507183,52.345439883,9.749802717
1721053160.0,maschsee_2024_07_15_14_19_20_108,52.34505355,9.749374483,52.3454426,9.750996683
1721053280.0,maschsee_2024_07_15_14_21_20_109,52.3454426,9.750996683,52.3457673,9.75224385
1721053400.0,maschsee_2024_07_15_14_23_20_110,52.3457673,9.75224385,52.345207333,9.75058755
1721053520.0,maschsee_2024_07_15_14_25_20_111,52.345207333,9.75058755,52.344492617,9.7490517
1721053640.0,maschsee_2024_07_15_14_27_20_112,52.344492617,9.7490517,52.344400483,9.7495965
1721053760.0,maschsee_2024_07_15_14_29_20_113,52.344400483,9.7495965,52.344835767,9.7503194
1721053880.0,maschsee_2024_07_15_14_31_20_114,52.344835767,9.7503194,52.345439367,9.751576617
1721054000.0,maschsee_2024_07_15_14_33_20_115,52.345439367,9.751576617,52.34551545,9.7517421
1721054120.0,maschsee_2024_07_15_14_35_20_116,52.34551545,9.7517421,52.3451865,9.750463067
1721054240.0,maschsee_2024_07_15_14_37_20_117,52.3451865,9.750463067,52.345149033,9.7502505
1721054360.0,maschsee_2024_07_15_14_39_20_118,52.345149033,9.7502505,52.345746617,9.751879783
1721054480.0,maschsee_2024_07_15_14_41_20_119,52.345746617,9.751879783,52.346719417,9.75142715
1721054600.0,maschsee_2024_07_15_14_43_20_120,52.346719417,9.75142715,52.348292083,9.7493799
1721054720.0,maschsee_2024_07_15_14_45_20_121,52.348292083,9.7493799,52.349263683,9.746883417
1721054840.0,maschsee_2024_07_15_14_47_20_122,52.349263683,9.746883417,52.351222783,9.745616583
1721054960.0,maschsee_2024_07_15_14_49_20_123,52.351222783,9.745616583,52.352736483,9.743320383
1721055080.0,maschsee_2024_07_15_14_51_20_124,52.352736483,9.743320383,52.353295583,9.741335933
1721055200.0,maschsee_2024_07_15_14_53_20_125,52.353295583,9.741335933,52.353212083,9.74122685
1721055320.0,maschsee_2024_07_15_14_55_20_126,52.353212083,9.74122685,52.35321905,9.741233483
1721055440.0,maschsee_2024_07_15_14_57_20_127,52.35321905,9.741233483,52.353239883,9.741247567
1721055560.0,maschsee_2024_07_15_14_59_20_128,52.353239883,9.741247567,52.353220283,9.741196933
1721055680.0,maschsee_2024_07_15_15_01_20_129,52.353220283,9.741196933,52.353225583,9.741219433
1721055800.0,maschsee_2024_07_15_15_03_20_130,52.353225583,9.741219433,52.353214267,9.741220017
1721055920.0,maschsee_2024_07_15_15_05_20_131,52.353214267,9.741220017,52.353215717,9.741238883
1721056040.0,maschsee_2024_07_15_15_07_20_132,52.353215717,9.741238883,52.353269683,9.74119665
1721056160.0,maschsee_2024_07_15_15_09_20_133,52.353269683,9.74119665,52.353229467,9.741237883
1721056280.0,maschsee_2024_07_15_15_11_20_134,52.353229467,9.741237883,52.3532214,9.741233833
1721056400.0,maschsee_2024_07_15_15_13_20_135,52.3532214,9.741233833,52.35320535,9.741281983
1721056520.0,maschsee_2024_07_15_15_15_20_136,52.35320535,9.741281983,52.353199067,9.741233767
1721056640.0,maschsee_2024_07_15_15_17_20_137,52.353199067,9.741233767,52.35321085,9.741243917
1721056760.0,maschsee_2024_07_15_15_19_20_138,52.35321085,9.741243917,52.353193167,9.741263083
1721056880.0,maschsee_2024_07_15_15_21_20_139,52.353193167,9.741263083,52.353190567,9.741203833
1721057000.0,maschsee_2024_07_15_15_23_20_140,52.353190567,9.741203833,52.35321005,9.741198717
1721057120.0,maschsee_2024_07_15_15_25_20_141,52.35321005,9.741198717,52.35323155,9.741247133
1721057240.0,maschsee_2024_07_15_15_27_20_142,52.35323155,9.741247133,52.35323535,9.741237917
1721057360.0,maschsee_2024_07_15_15_29_20_143,52.35323535,9.741237917,52.353203867,9.741236367
1721057480.0,maschsee_2024_07_15_15_31_20_144,52.353203867,9.741236367,52.353207367,9.74124445
1721057600.0,maschsee_2024_07_15_15_33_20_145,52.353207367,9.74124445,52.353205567,9.74124285
1721057720.0,maschsee_2024_07_15_15_35_20_146,52.353205567,9.74124285,52.353202933,9.741242517
1721057840.0,maschsee_2024_07_15_15_37_20_147,52.353202933,9.741242517,52.353225933,9.741261917
1721057960.0,maschsee_2024_07_15_15_39_20_148,52.353225933,9.741261917,52.35323125,9.741268133
1721058080.0,maschsee_2024_07_15_15_41_20_149,52.35323125,9.741268133,52.353213833,9.741248933
1721058200.0,maschsee_2024_07_15_15_43_20_150,52.353213833,9.741248933,52.353218167,9.741250917
1721058320.0,maschsee_2024_07_15_15_45_20_151,52.353218167,9.741250917,52.353199617,9.741251617
1721058440.0,maschsee_2024_07_15_15_47_20_152,52.353199617,9.741251617,52.353209867,9.741207517
1721058560.0,maschsee_2024_07_15_15_49_20_153,52.353209867,9.741207517,52.3531913,9.7412173
1721058680.0,maschsee_2024_07_15_15_51_20_154,52.3531913,9.7412173,52.35318855,9.741242483
1721058800.0,maschsee_2024_07_15_15_53_20_155,52.35318855,9.741242483,52.353191367,9.741238
1721058920.0,maschsee_2024_07_15_15_55_20_156,52.353191367,9.741238,52.353220283,9.741229367
1721059040.0,maschsee_2024_07_15_15_57_20_157,52.353220283,9.741229367,52.35320145,9.74123925
